id,nama,email,no_hp,tanggal_daftar,status
810,customer name 810,user810@gmail.com,08123456810,202007-06-26,INACTIVE
811,Customer Name 811,user811@gmail.com,08123456811,2026-05-12,banned
812,Customer Name 812,user812@gmail.com,08123456812,202004-06-26,active 
813,Customer Name 813,user813@gmail.com,08123456813,2026-05-22,aktive
814,Customer Name 814,user814@gmail.com,08123456814,2026-06-01,Active
815,Customer Name 815,user815@gmail.com,08123456815,2026-05-19,banned
816,Customer Name 816,user816@gmail.com,08123456816,202013-05-26,Active
817,Customer Name 817,user817@gmail.com,08123456817,202005-06-26,banned
818,Customer Name 818,user818@gmail.com,08123456818,2026-06-02,active 
819,Customer Name 819,user819@gmail.com,08123456819,202006-06-26,aktive
820,customer name 820,user820@gmail.com,08123456820,202012-05-26,active 
821,Customer Name 821,user821@gmail.com,08123456821,202013-05-26,active
822,Customer Name 822,user822@gmail.com,08123456822,202002-06-26,active
823,Customer Name 823,user823@gmail.com,08123456823,2026-05-23,banned
824,Customer Name 824,user824@gmail.com,08123456824,202015-05-26,active
825,Customer Name 825,user825@gmail.com,08123456825,202002-06-26,INACTIVE
826,Customer Name 826,user826@gmail.com,08123456826,202024-05-26,active
827,Customer Name 827,user827@gmail.com,08123456827,2026-05-20,active
828,Customer Name 828,user828@gmail.com,08123456828,2026-05-24,aktive
829,Customer Name 829,user829@gmail.com,08123456829,2026-05-16,aktive
830,customer name 830,user830@gmail.com,08123456830,202028-05-26,active 
831,Customer Name 831,user831@gmail.com,08123456831,2026-05-17,banned
832,Customer Name 832,user832@gmail.com,08123456832,202018-05-26,banned
833,Customer Name 833,user833@gmail.com,08123456833,202029-05-26,active
834,Customer Name 834,user834@gmail.com,08123456834,202019-05-26,aktive
835,Customer Name 835,user835@gmail.com,08123456835,2026-06-05,banned
836,Customer Name 836,user836@gmail.com,08123456836,202007-06-26,active 
837,Customer Name 837,user837@gmail.com,08123456837,202004-06-26,active 
838,Customer Name 838,user838@gmail.com,08123456838,2026-06-03,aktive
839,Customer Name 839,user839@gmail.com,08123456839,202024-05-26,INACTIVE
840,customer name 840,user840@gmail.com,08123456840,2026-05-24,Active
841,Customer Name 841,user841@gmail.com,08123456841,202010-05-26,active
842,Customer Name 842,user842@gmail.com,08123456842,202014-05-26,Active
843,Customer Name 843,user843@gmail.com,08123456843,202024-05-26,active
844,Customer Name 844,user844@gmail.com,08123456844,202026-05-26,active
845,Customer Name 845,user845@gmail.com,08123456845,202002-06-26,Active
846,Customer Name 846,user846@gmail.com,08123456846,2026-05-30,Active
847,Customer Name 847,user847@gmail.com,08123456847,202005-06-26,INACTIVE
848,Customer Name 848,user848@gmail.com,08123456848,202012-05-26,active
849,Customer Name 849,user849@gmail.com,08123456849,202021-05-26,active
850,customer name 850,user849@gmail.com,08123456850,202031-05-26,banned
851,Customer Name 851,user851@gmail.com,08123456851,202029-05-26,INACTIVE
852,Customer Name 852,user852@gmail.com,08123456852,2026-05-17,Active
853,Customer Name 853,user853@gmail.com,08123456853,202004-06-26,INACTIVE
854,Customer Name 854,user854@gmail.com,08123456854,202012-05-26,Active
855,Customer Name 855,user855@gmail.com,08123456855,2026-06-09,banned
856,Customer Name 856,user856@gmail.com,08123456856,202025-05-26,Active
857,Customer Name 857,user857@gmail.com,08123456857,202003-06-26,banned
858,Customer Name 858,user858@gmail.com,08123456858,202015-05-26,active
859,Customer Name 859,user859@gmail.com,08123456859,2026-05-12,banned
860,customer name 860,user860@gmail.com,08123456860,202014-05-26,Active
861,Customer Name 861,user861@gmail.com,08123456861,2026-06-03,INACTIVE
862,Customer Name 862,user862@gmail.com,08123456862,202015-05-26,Active
863,Customer Name 863,user863@gmail.com,08123456863,202030-05-26,active
864,Customer Name 864,user864@gmail.com,08123456864,202021-05-26,Active
865,Customer Name 865,user865@gmail.com,08123456865,202020-05-26,active 
866,Customer Name 866,user866@gmail.com,08123456866,2026-05-12,active 
867,Customer Name 867,user867@gmail.com,08123456867,202006-06-26,banned
868,Customer Name 868,user868@gmail.com,08123456868,2026-06-01,active
869,Customer Name 869,user869@gmail.com,08123456869,202029-05-26,aktive
870,customer name 870,user870@gmail.com,08123456870,202005-06-26,INACTIVE
871,Customer Name 871,user871@gmail.com,08123456871,2026-06-05,active
872,Customer Name 872,user872@gmail.com,08123456872,202023-05-26,aktive
873,Customer Name 873,user873@gmail.com,08123456873,2026-05-23,aktive
874,Customer Name 874,user874@gmail.com,08123456874,202031-05-26,banned
875,Customer Name 875,user875@gmail.com,08123456875,202005-06-26,active 
876,Customer Name 876,user876@gmail.com,08123456876,202002-06-26,INACTIVE
877,Customer Name 877,user877@gmail.com,08123456877,202003-06-26,INACTIVE
878,Customer Name 878,user878@gmail.com,08123456878,202006-06-26,active
879,Customer Name 879,user879@gmail.com,08123456879,202023-05-26,INACTIVE
880,customer name 880,user880@gmail.com,08123456880,2026-05-13,banned
881,Customer Name 881,user881@gmail.com,08123456881,2026-05-27,banned
882,Customer Name 882,user882@gmail.com,08123456882,2026-05-23,INACTIVE
883,Customer Name 883,user883@gmail.com,08123456883,2026-06-09,active 
884,Customer Name 884,user884@gmail.com,08123456884,202012-05-26,INACTIVE
885,Customer Name 885,user885@gmail.com,08123456885,202017-05-26,banned
886,Customer Name 886,user886@gmail.com,08123456886,202030-05-26,aktive
887,Customer Name 887,user887@gmail.com,08123456887,202013-05-26,Active
888,Customer Name 888,user888@gmail.com,08123456888,2026-06-02,active
889,Customer Name 889,user889@gmail.com,08123456889,202005-06-26,Active
890,customer name 890,user890@gmail.com,08123456890,2026-05-29,INACTIVE
891,Customer Name 891,user891@gmail.com,08123456891,2026-06-05,active 
892,Customer Name 892,user892@gmail.com,08123456892,202024-05-26,Active
893,Customer Name 893,user893@gmail.com,08123456893,2026-05-23,Active
894,Customer Name 894,user894@gmail.com,08123456894,202006-06-26,Active
895,Customer Name 895,user895@gmail.com,08123456895,2026-05-15,INACTIVE
896,Customer Name 896,user896@gmail.com,08123456896,202008-06-26,aktive
897,Customer Name 897,user897@gmail.com,08123456897,202026-05-26,Active
898,Customer Name 898,user898@gmail.com,08123456898,202019-05-26,Active
899,Customer Name 899,user899@gmail.com,08123456899,2026-06-02,banned
900,customer name 900,user899@gmail.com,08123456900,202005-06-26,Active
901,Customer Name 901,user901@gmail.com,08123456901,202028-05-26,banned
902,Customer Name 902,user902@gmail.com,08123456902,2026-05-16,INACTIVE
903,Customer Name 903,user903@gmail.com,08123456903,2026-06-07,active
904,Customer Name 904,user904@gmail.com,08123456904,202020-05-26,INACTIVE
905,Customer Name 905,user905@gmail.com,08123456905,202008-06-26,active
906,Customer Name 906,user906@gmail.com,08123456906,202006-06-26,active
907,Customer Name 907,user907@gmail.com,08123456907,202018-05-26,Active
908,Customer Name 908,user908@gmail.com,08123456908,2026-05-19,banned
909,Customer Name 909,user909@gmail.com,08123456909,202009-06-26,active 
910,customer name 910,user910@gmail.com,08123456910,202005-06-26,Active
911,Customer Name 911,user911@gmail.com,08123456911,202005-06-26,aktive
912,Customer Name 912,user912@gmail.com,08123456912,202017-05-26,banned
913,Customer Name 913,user913@gmail.com,08123456913,202018-05-26,banned
914,Customer Name 914,user914@gmail.com,08123456914,202027-05-26,active
915,Customer Name 915,user915@gmail.com,08123456915,202017-05-26,active
916,Customer Name 916,user916@gmail.com,08123456916,202008-06-26,Active
917,Customer Name 917,user917@gmail.com,08123456917,202005-06-26,active
918,Customer Name 918,user918@gmail.com,08123456918,202031-05-26,Active
919,Customer Name 919,user919@gmail.com,08123456919,2026-05-16,banned
920,customer name 920,user920@gmail.com,08123456920,202009-06-26,aktive
921,Customer Name 921,user921@gmail.com,08123456921,2026-05-22,INACTIVE
922,Customer Name 922,user922@gmail.com,08123456922,2026-05-16,INACTIVE
923,Customer Name 923,user923@gmail.com,08123456923,202001-06-26,active
924,Customer Name 924,user924@gmail.com,08123456924,202014-05-26,INACTIVE
925,Customer Name 925,user925@gmail.com,08123456925,202009-06-26,active
926,Customer Name 926,user926@gmail.com,08123456926,202002-06-26,INACTIVE
927,Customer Name 927,user927@gmail.com,08123456927,202026-05-26,active 
928,Customer Name 928,user928@gmail.com,08123456928,202008-06-26,Active
929,Customer Name 929,user929@gmail.com,08123456929,202001-06-26,active
930,customer name 930,user930@gmail.com,08123456930,2026-05-30,active
931,Customer Name 931,user931@gmail.com,08123456931,202017-05-26,Active
932,Customer Name 932,user932@gmail.com,08123456932,2026-06-04,Active
933,Customer Name 933,user933@gmail.com,08123456933,2026-05-27,active
934,Customer Name 934,user934@gmail.com,08123456934,2026-05-15,Active
935,Customer Name 935,user935@gmail.com,08123456935,2026-06-06,Active
936,Customer Name 936,user936@gmail.com,08123456936,202005-06-26,active
937,Customer Name 937,user937@gmail.com,08123456937,202016-05-26,banned
938,Customer Name 938,user938@gmail.com,08123456938,202013-05-26,active 
939,Customer Name 939,user939@gmail.com,08123456939,2026-05-31,aktive
940,customer name 940,user940@gmail.com,08123456940,2026-06-09,banned
941,Customer Name 941,user941@gmail.com,08123456941,202003-06-26,Active
942,Customer Name 942,user942@gmail.com,08123456942,2026-05-29,active
943,Customer Name 943,user943@gmail.com,08123456943,202022-05-26,banned
944,Customer Name 944,user944@gmail.com,08123456944,202004-06-26,active 
945,Customer Name 945,user945@gmail.com,08123456945,202001-06-26,active 
946,Customer Name 946,user946@gmail.com,08123456946,202013-05-26,INACTIVE
947,Customer Name 947,user947@gmail.com,08123456947,202010-05-26,INACTIVE
948,Customer Name 948,user948@gmail.com,08123456948,202006-06-26,aktive
949,Customer Name 949,user949@gmail.com,08123456949,202007-06-26,Active
950,customer name 950,user949@gmail.com,08123456950,202027-05-26,banned
951,Customer Name 951,user951@gmail.com,08123456951,2026-05-11,active 
952,Customer Name 952,user952@gmail.com,08123456952,202007-06-26,Active
953,Customer Name 953,user953@gmail.com,08123456953,2026-05-13,aktive
954,Customer Name 954,user954@gmail.com,08123456954,202025-05-26,banned
955,Customer Name 955,user955@gmail.com,08123456955,2026-06-01,INACTIVE
956,Customer Name 956,user956@gmail.com,08123456956,202028-05-26,Active
957,Customer Name 957,user957@gmail.com,08123456957,202026-05-26,banned
958,Customer Name 958,user958@gmail.com,08123456958,202025-05-26,Active
959,Customer Name 959,user959@gmail.com,08123456959,202007-06-26,banned
960,customer name 960,user960@gmail.com,08123456960,2026-06-09,aktive
961,Customer Name 961,user961@gmail.com,08123456961,202018-05-26,INACTIVE
962,Customer Name 962,user962@gmail.com,08123456962,202005-06-26,Active
963,Customer Name 963,user963@gmail.com,08123456963,202005-06-26,aktive
964,Customer Name 964,user964@gmail.com,08123456964,202028-05-26,banned
965,Customer Name 965,user965@gmail.com,08123456965,202019-05-26,INACTIVE
966,Customer Name 966,user966@gmail.com,08123456966,202017-05-26,active
967,Customer Name 967,user967@gmail.com,08123456967,2026-06-08,aktive
968,Customer Name 968,user968@gmail.com,08123456968,202004-06-26,active
969,Customer Name 969,user969@gmail.com,08123456969,202008-06-26,banned
970,customer name 970,user970@gmail.com,08123456970,202019-05-26,INACTIVE
971,Customer Name 971,user971@gmail.com,08123456971,202012-05-26,Active
972,Customer Name 972,user972@gmail.com,08123456972,202027-05-26,active
973,Customer Name 973,user973@gmail.com,08123456973,202027-05-26,INACTIVE
974,Customer Name 974,user974@gmail.com,08123456974,202026-05-26,INACTIVE
975,Customer Name 975,user975@gmail.com,08123456975,2026-05-11,banned
976,Customer Name 976,user976@gmail.com,08123456976,2026-05-12,banned
977,Customer Name 977,user977@gmail.com,08123456977,2026-05-29,active
978,Customer Name 978,user978@gmail.com,08123456978,202013-05-26,Active
979,Customer Name 979,user979@gmail.com,08123456979,2026-05-24,aktive
980,customer name 980,user980@gmail.com,08123456980,202020-05-26,Active
981,Customer Name 981,user981@gmail.com,08123456981,2026-06-04,aktive
982,Customer Name 982,user982@gmail.com,08123456982,202024-05-26,Active
983,Customer Name 983,user983@gmail.com,08123456983,202021-05-26,banned
984,Customer Name 984,user984@gmail.com,08123456984,202026-05-26,banned
985,Customer Name 985,user985@gmail.com,08123456985,202026-05-26,INACTIVE
986,Customer Name 986,user986@gmail.com,08123456986,202012-05-26,active 
987,Customer Name 987,user987@gmail.com,08123456987,202006-06-26,INACTIVE
988,Customer Name 988,user988@gmail.com,08123456988,202010-05-26,INACTIVE
989,Customer Name 989,user989@gmail.com,08123456989,202024-05-26,INACTIVE
990,customer name 990,user990@gmail.com,08123456990,202025-05-26,aktive
991,Customer Name 991,user991@gmail.com,08123456991,202022-05-26,active
992,Customer Name 992,user992@gmail.com,08123456992,2026-06-01,active 
993,Customer Name 993,user993@gmail.com,08123456993,202007-06-26,Active
994,Customer Name 994,user994@gmail.com,08123456994,202024-05-26,active 
995,Customer Name 995,user995@gmail.com,08123456995,202028-05-26,active 
996,Customer Name 996,user996@gmail.com,08123456996,202021-05-26,active 
997,Customer Name 997,user997@gmail.com,08123456997,202011-05-26,Active
998,Customer Name 998,user998@gmail.com,08123456998,2026-05-27,active 
999,Customer Name 999,user999@gmail.com,08123456999,202010-05-26,active
1000,customer name 1000,user999@gmail.com,081234561000,2026-05-31,Active
